simulationId,archetypeId,profileId,timelineKey,weeks,totalCompletionCount,avgAdherenceClamped,statOverallPct,rankOverallRank,rankOverallLp,rankOverallProgressValue,currentWeekShare,mappedHabitCount,unmappedHabitCount
A11_P09_48m,A11,P09,48m,192,13248,0.9428571428571377,76,Diamond IV,33,2533,0.0052,15,0
A11_P10_1m,A11,P10,1m,4,60,1,2,Iron II,0,300,0.2500,3,0
A11_P10_3m,A11,P10,3m,12,180,1,4,Silver II,45,1145,0.0833,3,0
A11_P10_6m,A11,P10,6m,24,360,1,7,Gold II,7,1507,0.0417,3,0
A11_P10_12m,A11,P10,12m,48,720,1,12,Gold I,92,1692,0.0208,3,0
A11_P10_24m,A11,P10,24m,96,1440,1,19,Emerald IV,92,2192,0.0104,3,0
A11_P10_48m,A11,P10,48m,192,2880,1,32,Diamond II,96,2796,0.0052,3,0
A11_P11_1m,A11,P11,1m,4,16,1,0,Iron II,0,300,0.2500,2,0
A11_P11_3m,A11,P11,3m,12,48,1,1,Silver II,45,1145,0.0833,2,0
A11_P11_6m,A11,P11,6m,24,96,1,2,Gold II,7,1507,0.0417,2,0
A11_P11_12m,A11,P11,12m,48,192,1,3,Gold I,92,1692,0.0208,2,0
A11_P11_24m,A11,P11,24m,96,384,1,6,Emerald IV,92,2192,0.0104,2,0
A11_P11_48m,A11,P11,48m,192,768,1,10,Diamond II,96,2796,0.0052,2,0
A11_P12_1m,A11,P12,1m,4,16,1,0,Iron II,0,300,0.2500,2,0
A11_P12_3m,A11,P12,3m,12,48,1,1,Silver II,45,1145,0.0833,2,0
A11_P12_6m,A11,P12,6m,24,96,1,2,Gold II,7,1507,0.0417,2,0
A11_P12_12m,A11,P12,12m,48,192,1,3,Gold I,92,1692,0.0208,2,0
A11_P12_24m,A11,P12,24m,96,384,1,5,Emerald IV,92,2192,0.0104,2,0
A11_P12_48m,A11,P12,48m,192,768,1,10,Diamond II,96,2796,0.0052,2,0
A11_P13_1m,A11,P13,1m,4,4,1,0,Iron II,0,300,0.2500,1,0
A11_P13_3m,A11,P13,3m,12,12,1,0,Silver II,45,1145,0.0833,1,0
A11_P13_6m,A11,P13,6m,24,24,1,0,Gold II,7,1507,0.0417,1,0
A11_P13_12m,A11,P13,12m,48,48,1,1,Gold I,92,1692,0.0208,1,0
A11_P13_24m,A11,P13,24m,96,96,1,1,Emerald IV,92,2192,0.0104,1,0
A11_P13_48m,A11,P13,48m,192,192,1,3,Diamond II,96,2796,0.0052,1,0
A11_P14_1m,A11,P14,1m,4,72,0.857142857142857,2,Unranked,66,66,0.2500,3,0
A11_P14_3m,A11,P14,3m,12,216,0.8571428571428574,5,Bronze I,43,843,0.0833,3,0
A11_P14_6m,A11,P14,6m,24,432,0.857142857142856,8,Gold IV,47,1347,0.0417,3,0
A11_P14_12m,A11,P14,12m,48,864,0.8571428571428584,13,Gold I,3,1603,0.0208,3,0
A11_P14_24m,A11,P14,24m,96,1728,0.8571428571428598,20,Platinum III,39,1839,0.0104,3,0
A11_P14_48m,A11,P14,48m,192,3456,0.8571428571428469,31,Emerald IV,40,2140,0.0052,3,0
A11_P15_1m,A11,P15,1m,4,56,0.9523809523809523,1,Iron III,22,222,0.2500,3,0
A11_P15_3m,A11,P15,3m,12,168,0.9523809523809526,4,Silver III,45,1045,0.0833,3,0
A11_P15_6m,A11,P15,6m,24,336,0.9523809523809519,6,Gold III,54,1454,0.0417,3,0
A11_P15_12m,A11,P15,12m,48,672,0.9523809523809528,11,Gold I,62,1662,0.0208,3,0
A11_P15_24m,A11,P15,24m,96,1344,0.9523809523809537,18,Platinum I,74,2074,0.0104,3,0
A11_P15_48m,A11,P15,48m,192,2688,0.9523809523809481,30,Diamond IV,77,2577,0.0052,3,0
A11_P16_1m,A11,P16,1m,4,80,1,2,Iron II,0,300,0.2500,4,0
A11_P16_3m,A11,P16,3m,12,240,1,5,Silver II,45,1145,0.0833,4,0
A11_P16_6m,A11,P16,6m,24,480,1,9,Gold II,7,1507,0.0417,4,0
A11_P16_12m,A11,P16,12m,48,960,1,14,Gold I,92,1692,0.0208,4,0
A11_P16_24m,A11,P16,24m,96,1920,1,22,Emerald IV,92,2192,0.0104,4,0
A11_P16_48m,A11,P16,48m,192,3840,1,33,Diamond II,96,2796,0.0052,4,0
A11_P17_1m,A11,P17,1m,4,60,0.9642857142857143,1,Iron III,41,241,0.2500,4,0
A11_P17_3m,A11,P17,3m,12,180,0.9642857142857143,4,Silver III,70,1070,0.0833,4,0
A11_P17_6m,A11,P17,6m,24,360,0.9642857142857136,7,Gold III,67,1467,0.0417,4,0
A11_P17_12m,A11,P17,12m,48,720,0.9642857142857153,11,Gold I,70,1670,0.0208,4,0
A11_P17_24m,A11,P17,24m,96,1440,0.9642857142857139,18,Emerald IV,3,2103,0.0104,4,0
A11_P17_48m,A11,P17,48m,192,2880,0.9642857142857111,27,Diamond III,32,2632,0.0052,4,0
A11_P18_1m,A11,P18,1m,4,68,0.9285714285714285,1,Iron IV,83,183,0.2500,4,0
A11_P18_3m,A11,P18,3m,12,204,0.9285714285714287,4,Silver IV,94,994,0.0833,4,0
A11_P18_6m,A11,P18,6m,24,408,0.9285714285714278,6,Gold III,27,1427,0.0417,4,0
A11_P18_12m,A11,P18,12m,48,816,0.9285714285714295,11,Gold I,48,1648,0.0208,4,0
A11_P18_24m,A11,P18,24m,96,1632,0.9285714285714294,17,Platinum I,15,2015,0.0104,4,0
A11_P18_48m,A11,P18,48m,192,3264,0.9285714285714235,27,Emerald I,68,2468,0.0052,4,0
A11_P19_1m,A11,P19,1m,4,120,0.8571428571428572,3,Unranked,66,66,0.2500,5,0
A11_P19_3m,A11,P19,3m,12,360,0.8571428571428564,7,Bronze I,43,843,0.0833,5,0
A11_P19_6m,A11,P19,6m,24,720,0.8571428571428578,13,Gold IV,47,1347,0.0417,5,0
A11_P19_12m,A11,P19,12m,48,1440,0.8571428571428595,20,Gold I,3,1603,0.0208,5,0
A11_P19_24m,A11,P19,24m,96,2880,0.8571428571428498,29,Platinum III,39,1839,0.0104,5,0
A11_P19_48m,A11,P19,48m,192,5760,0.8571428571428625,40,Emerald IV,40,2140,0.0052,5,0
A11_P20_1m,A11,P20,1m,4,56,0.9523809523809523,0,Iron III,22,222,0.2500,0,3
A11_P20_3m,A11,P20,3m,12,168,0.9523809523809523,0,Silver III,45,1045,0.0833,0,3
A11_P20_6m,A11,P20,6m,24,336,0.9523809523809526,0,Gold III,54,1454,0.0417,0,3
A11_P20_12m,A11,P20,12m,48,672,0.9523809523809523,0,Gold I,62,1662,0.0208,0,3
A11_P20_24m,A11,P20,24m,96,1344,0.9523809523809524,0,Platinum I,74,2074,0.0104,0,3
A11_P20_48m,A11,P20,48m,192,2688,0.9523809523809531,0,Diamond IV,77,2577,0.0052,0,3
A11_P21_1m,A11,P21,1m,4,56,0.9523809523809523,0,Iron III,22,222,0.2500,1,2
A11_P21_3m,A11,P21,3m,12,168,0.9523809523809526,1,Silver III,45,1045,0.0833,1,2
A11_P21_6m,A11,P21,6m,24,336,0.9523809523809519,1,Gold III,54,1454,0.0417,1,2
A11_P21_12m,A11,P21,12m,48,672,0.9523809523809528,2,Gold I,62,1662,0.0208,1,2
A11_P21_24m,A11,P21,24m,96,1344,0.9523809523809537,4,Platinum I,74,2074,0.0104,1,2
A11_P21_48m,A11,P21,48m,192,2688,0.9523809523809481,7,Diamond IV,77,2577,0.0052,1,2
A11_P22_1m,A11,P22,1m,4,68,0.9642857142857143,0,Iron III,41,241,0.2500,1,3
A11_P22_3m,A11,P22,3m,12,204,0.9642857142857143,1,Silver III,70,1070,0.0833,1,3
A11_P22_6m,A11,P22,6m,24,408,0.9642857142857139,1,Gold III,67,1467,0.0417,1,3
A11_P22_12m,A11,P22,12m,48,816,0.9642857142857145,2,Gold I,70,1670,0.0208,1,3
A11_P22_24m,A11,P22,24m,96,1632,0.9642857142857152,4,Emerald IV,3,2103,0.0104,1,3
A11_P22_48m,A11,P22,48m,192,3264,0.9642857142857111,7,Diamond III,32,2632,0.0052,1,3
A11_P23_1m,A11,P23,1m,4,164,0.9365079365079366,3,Iron IV,96,196,0.2500,6,3
A11_P23_3m,A11,P23,3m,12,492,0.9365079365079361,7,Silver III,11,1011,0.0833,6,3
A11_P23_6m,A11,P23,6m,24,984,0.9365079365079375,12,Gold III,36,1436,0.0417,6,3
A11_P23_12m,A11,P23,12m,48,1968,0.9365079365079347,19,Gold I,52,1652,0.0208,6,3
A11_P23_24m,A11,P23,24m,96,3936,0.936507936507936,30,Platinum I,35,2035,0.0104,6,3
A11_P23_48m,A11,P23,48m,192,7872,0.936507936507946,45,Diamond IV,4,2504,0.0052,6,3
A11_P24_1m,A11,P24,1m,4,12,1,0,Iron II,0,300,0.2500,2,0
A11_P24_3m,A11,P24,3m,12,36,1,1,Silver II,45,1145,0.0833,2,0
A11_P24_6m,A11,P24,6m,24,72,1,1,Gold II,7,1507,0.0417,2,0
A11_P24_12m,A11,P24,12m,48,144,1,2,Gold I,92,1692,0.0208,2,0
A11_P24_24m,A11,P24,24m,96,288,1,4,Emerald IV,92,2192,0.0104,2,0
A11_P24_48m,A11,P24,48m,192,576,1,7,Diamond II,96,2796,0.0052,2,0
A11_P25_1m,A11,P25,1m,4,40,0.9523809523809523,1,Iron III,22,222,0.2500,3,0
A11_P25_3m,A11,P25,3m,12,120,0.9523809523809526,3,Silver III,45,1045,0.0833,3,0
A11_P25_6m,A11,P25,6m,24,240,0.9523809523809519,5,Gold III,54,1454,0.0417,3,0
A11_P25_12m,A11,P25,12m,48,480,0.9523809523809528,8,Gold I,62,1662,0.0208,3,0
A11_P25_24m,A11,P25,24m,96,960,0.9523809523809537,13,Platinum I,74,2074,0.0104,3,0
A11_P25_48m,A11,P25,48m,192,1920,0.9523809523809481,22,Diamond IV,77,2577,0.0052,3,0
A11_P26_1m,A11,P26,1m,4,48,1,1,Iron II,0,300,0.2500,4,0
A11_P26_3m,A11,P26,3m,12,144,1,3,Silver II,45,1145,0.0833,4,0
A11_P26_6m,A11,P26,6m,24,288,1,6,Gold II,7,1507,0.0417,4,0
A11_P26_12m,A11,P26,12m,48,576,1,9,Gold I,92,1692,0.0208,4,0
A11_P26_24m,A11,P26,24m,96,1152,1,15,Emerald IV,92,2192,0.0104,4,0
A11_P26_48m,A11,P26,48m,192,2304,1,25,Diamond II,96,2796,0.0052,4,0
A11_P27_1m,A11,P27,1m,4,68,0.9047619047619047,2,Iron IV,44,144,0.2500,3,0
A11_P27_3m,A11,P27,3m,12,204,0.9047619047619049,4,Silver IV,44,944,0.0833,3,0
A11_P27_6m,A11,P27,6m,24,408,0.9047619047619039,8,Gold III,0,1400,0.0417,3,0
A11_P27_12m,A11,P27,12m,48,816,0.9047619047619061,13,Gold I,33,1633,0.0208,3,0
A11_P27_24m,A11,P27,24m,96,1632,0.9047619047619059,22,Platinum II,56,1956,0.0104,3,0
A11_P27_48m,A11,P27,48m,192,3264,0.904761904761898,35,Emerald II,58,2358,0.0052,3,0
A11_P28_1m,A11,P28,1m,4,24,1,1,Iron II,0,300,0.2500,3,0
A11_P28_3m,A11,P28,3m,12,72,1,2,Silver II,45,1145,0.0833,3,0
A11_P28_6m,A11,P28,6m,24,144,1,3,Gold II,7,1507,0.0417,3,0
A11_P28_12m,A11,P28,12m,48,288,1,5,Gold I,92,1692,0.0208,3,0
A11_P28_24m,A11,P28,24m,96,576,1,8,Emerald IV,92,2192,0.0104,3,0
A11_P28_48m,A11,P28,48m,192,1152,1,14,Diamond II,96,2796,0.0052,3,0
A11_P29_1m,A11,P29,1m,4,60,1,1,Iron II,0,300,0.2500,3,0
A11_P29_3m,A11,P29,3m,12,180,1,4,Silver II,45,1145,0.0833,3,0
A11_P29_6m,A11,P29,6m,24,360,1,7,Gold II,7,1507,0.0417,3,0
A11_P29_12m,A11,P29,12m,48,720,1,11,Gold I,92,1692,0.0208,3,0
A11_P29_24m,A11,P29,24m,96,1440,1,18,Emerald IV,92,2192,0.0104,3,0
A11_P29_48m,A11,P29,48m,192,2880,1,27,Diamond II,96,2796,0.0052,3,0
A11_P30_1m,A11,P30,1m,4,24,0.8571428571428571,1,Unranked,66,66,0.2500,1,0
A11_P30_3m,A11,P30,3m,12,72,0.857142857142857,2,Bronze I,43,843,0.0833,1,0
A11_P30_6m,A11,P30,6m,24,144,0.8571428571428573,3,Gold IV,47,1347,0.0417,1,0
A11_P30_12m,A11,P30,12m,48,288,0.8571428571428569,5,Gold I,3,1603,0.0208,1,0
A11_P30_24m,A11,P30,24m,96,576,0.857142857142857,8,Platinum III,39,1839,0.0104,1,0
A11_P30_48m,A11,P30,48m,192,1152,0.8571428571428591,14,Emerald IV,40,2140,0.0052,1,0
A11_P31_1m,A11,P31,1m,4,24,1,1,Iron II,0,300,0.2500,2,0
A11_P31_3m,A11,P31,3m,12,72,1,2,Silver II,45,1145,0.0833,2,0
A11_P31_6m,A11,P31,6m,24,144,1,3,Gold II,7,1507,0.0417,2,0
A11_P31_12m,A11,P31,12m,48,288,1,5,Gold I,92,1692,0.0208,2,0
A11_P31_24m,A11,P31,24m,96,576,1,8,Emerald IV,92,2192,0.0104,2,0
A11_P31_48m,A11,P31,48m,192,1152,1,14,Diamond II,96,2796,0.0052,2,0
A11_P32_1m,A11,P32,1m,4,56,0.9523809523809523,1,Iron III,22,222,0.2500,3,0
A11_P32_3m,A11,P32,3m,12,168,0.9523809523809526,4,Silver III,45,1045,0.0833,3,0
A11_P32_6m,A11,P32,6m,24,336,0.9523809523809519,6,Gold III,54,1454,0.0417,3,0
A11_P32_12m,A11,P32,12m,48,672,0.9523809523809528,11,Gold I,62,1662,0.0208,3,0
A11_P32_24m,A11,P32,24m,96,1344,0.9523809523809537,18,Platinum I,74,2074,0.0104,3,0
A11_P32_48m,A11,P32,48m,192,2688,0.9523809523809481,30,Diamond IV,77,2577,0.0052,3,0
A11_P33_1m,A11,P33,1m,4,24,0.8571428571428571,0,Unranked,66,66,0.2500,1,0
A11_P33_3m,A11,P33,3m,12,72,0.857142857142857,1,Bronze I,43,843,0.0833,1,0
A11_P33_6m,A11,P33,6m,24,144,0.8571428571428573,1,Gold IV,47,1347,0.0417,1,0
A11_P33_12m,A11,P33,12m,48,288,0.8571428571428569,2,Gold I,3,1603,0.0208,1,0
A11_P33_24m,A11,P33,24m,96,576,0.857142857142857,4,Platinum III,39,1839,0.0104,1,0
A11_P33_48m,A11,P33,48m,192,1152,0.8571428571428591,7,Emerald IV,40,2140,0.0052,1,0
A11_P34_1m,A11,P34,1m,4,60,1,1,Iron II,0,300,0.2500,3,0
A11_P34_3m,A11,P34,3m,12,180,1,4,Silver II,45,1145,0.0833,3,0
A11_P34_6m,A11,P34,6m,24,360,1,7,Gold II,7,1507,0.0417,3,0
A11_P34_12m,A11,P34,12m,48,720,1,11,Gold I,92,1692,0.0208,3,0
A11_P34_24m,A11,P34,24m,96,1440,1,18,Emerald IV,92,2192,0.0104,3,0
A11_P34_48m,A11,P34,48m,192,2880,1,27,Diamond II,96,2796,0.0052,3,0
A11_P35_1m,A11,P35,1m,4,28,1,1,Iron II,0,300,0.2500,3,0
A11_P35_3m,A11,P35,3m,12,84,1,2,Silver II,45,1145,0.0833,3,0
A11_P35_6m,A11,P35,6m,24,168,1,3,Gold II,7,1507,0.0417,3,0
A11_P35_12m,A11,P35,12m,48,336,1,6,Gold I,92,1692,0.0208,3,0
A11_P35_24m,A11,P35,24m,96,672,1,9,Emerald IV,92,2192,0.0104,3,0
A11_P35_48m,A11,P35,48m,192,1344,1,16,Diamond II,96,2796,0.0052,3,0
A11_P36_1m,A11,P36,1m,4,156,0.9183673469387754,4,Iron IV,66,166,0.2500,7,0
A11_P36_3m,A11,P36,3m,12,468,0.9183673469387754,9,Silver IV,73,973,0.0833,7,0
A11_P36_6m,A11,P36,6m,24,936,0.9183673469387753,15,Gold III,16,1416,0.0417,7,0
A11_P36_12m,A11,P36,12m,48,1872,0.9183673469387766,24,Gold I,41,1641,0.0208,7,0
A11_P36_24m,A11,P36,24m,96,3744,0.9183673469387738,36,Platinum II,90,1990,0.0104,7,0
A11_P36_48m,A11,P36,48m,192,7488,0.9183673469387746,51,Emerald I,21,2421,0.0052,7,0
A11_P37_1m,A11,P37,1m,4,384,0.9428571428571425,9,Iron III,6,206,0.2500,20,0
A11_P37_3m,A11,P37,3m,12,1152,0.9428571428571434,22,Silver III,24,1024,0.0833,20,0
A11_P37_6m,A11,P37,6m,24,2304,0.94285714285714,34,Gold III,43,1443,0.0417,20,0
A11_P37_12m,A11,P37,12m,48,4608,0.9428571428571457,51,Gold I,56,1656,0.0208,20,0
A11_P37_24m,A11,P37,24m,96,9216,0.942857142857149,68,Platinum I,50,2050,0.0104,20,0
A11_P37_48m,A11,P37,48m,192,18432,0.9428571428571195,84,Diamond IV,33,2533,0.0052,20,0
A11_P38_1m,A11,P38,1m,4,68,0.9642857142857143,1,Iron III,41,241,0.2500,4,0
A11_P38_3m,A11,P38,3m,12,204,0.9642857142857143,4,Silver III,70,1070,0.0833,4,0
A11_P38_6m,A11,P38,6m,24,408,0.9642857142857136,6,Gold III,67,1467,0.0417,4,0
A11_P38_12m,A11,P38,12m,48,816,0.9642857142857153,11,Gold I,70,1670,0.0208,4,0
A11_P38_24m,A11,P38,24m,96,1632,0.9642857142857139,18,Emerald IV,3,2103,0.0104,4,0
A11_P38_48m,A11,P38,48m,192,3264,0.9642857142857111,30,Diamond III,32,2632,0.0052,4,0
A11_P39_1m,A11,P39,1m,4,224,0.969387755102041,5,Iron III,50,250,0.2500,14,0
A11_P39_3m,A11,P39,3m,12,672,0.9693877551020408,14,Silver III,81,1081,0.0833,14,0
A11_P39_6m,A11,P39,6m,24,1344,0.9693877551020418,22,Gold III,73,1473,0.0417,14,0
A11_P39_12m,A11,P39,12m,48,2688,0.9693877551020391,34,Gold I,73,1673,0.0208,14,0
A11_P39_24m,A11,P39,24m,96,5376,0.9693877551020411,47,Emerald IV,16,2116,0.0104,14,0
A11_P39_48m,A11,P39,48m,192,10752,0.9693877551020479,61,Diamond III,55,2655,0.0052,14,0
A12_P00_1m,A12,P00,1m,4,12,1,0,Iron II,0,300,0.2500,1,0
A12_P00_3m,A12,P00,3m,12,36,1,1,Silver II,45,1145,0.0833,1,0
A12_P00_6m,A12,P00,6m,24,60,0.8695652173913043,1,Gold III,48,1448,0.0000,1,0
A12_P00_12m,A12,P00,12m,48,84,0.574468085106383,2,Gold III,89,1489,0.0357,1,0
A12_P00_24m,A12,P00,24m,96,228,0.7894736842105263,3,Platinum II,89,1989,0.0132,1,0
A12_P00_48m,A12,P00,48m,192,516,0.8952879581151832,7,Diamond IV,93,2593,0.0058,1,0
A12_P01_1m,A12,P01,1m,4,28,0.8999999999999999,1,Iron IV,77,177,0.2500,2,0
A12_P01_3m,A12,P01,3m,12,84,0.9000000000000004,2,Silver IV,93,993,0.0833,2,0
A12_P01_6m,A12,P01,6m,24,140,0.7826086956521737,3,Gold IV,0,1300,0.0000,2,0
A12_P01_12m,A12,P01,12m,48,196,0.517021276595744,4,Gold IV,38,1338,0.0357,2,0
A12_P01_24m,A12,P01,24m,96,532,0.7105263157894732,8,Platinum IV,38,1738,0.0132,2,0
A12_P01_48m,A12,P01,48m,192,1204,0.8057591623036701,15,Emerald IV,92,2192,0.0058,2,0
A12_P02_1m,A12,P02,1m,4,52,0.8857142857142857,1,Iron IV,40,140,0.2500,3,0
A12_P02_3m,A12,P02,3m,12,156,0.8857142857142861,3,Silver IV,43,943,0.0833,3,0
A12_P02_6m,A12,P02,6m,24,260,0.7701863354037257,5,Silver I,88,1288,0.0000,3,0
A12_P02_12m,A12,P02,12m,48,364,0.5088145896656525,7,Gold IV,31,1331,0.0357,3,0
A12_P02_24m,A12,P02,24m,96,988,0.6992481203007559,14,Gold I,77,1677,0.0132,3,0
A12_P02_48m,A12,P02,48m,192,2236,0.7929693343305919,25,Platinum I,79,2079,0.0058,3,0
A12_P03_1m,A12,P03,1m,4,64,0.9142857142857145,2,Iron IV,80,180,0.2500,4,0
A12_P03_3m,A12,P03,3m,12,192,0.9142857142857138,4,Silver IV,94,994,0.0833,4,0
A12_P03_6m,A12,P03,6m,24,320,0.7950310559006198,6,Gold IV,28,1328,0.0000,4,0
A12_P03_12m,A12,P03,12m,48,448,0.5252279635258356,8,Gold IV,70,1370,0.0357,4,0
A12_P03_24m,A12,P03,24m,96,1216,0.7218045112781984,16,Platinum IV,55,1755,0.0132,4,0
A12_P03_48m,A12,P03,48m,192,2752,0.8185489902767255,30,Emerald III,8,2208,0.0058,4,0
A12_P04_1m,A12,P04,1m,4,76,0.8914285714285716,2,Iron IV,55,155,0.2500,5,0
A12_P04_3m,A12,P04,3m,12,228,0.8914285714285711,5,Silver IV,63,963,0.0833,5,0
A12_P04_6m,A12,P04,6m,24,380,0.7751552795031046,7,Silver I,93,1293,0.0000,5,0
A12_P04_12m,A12,P04,12m,48,532,0.5120972644376891,9,Gold IV,34,1334,0.0357,5,0
A12_P04_24m,A12,P04,24m,96,1444,0.7037593984962449,19,Platinum IV,1,1701,0.0132,5,0
A12_P04_48m,A12,P04,48m,192,3268,0.798085265519813,34,Emerald IV,24,2124,0.0058,5,0
A12_P05_1m,A12,P05,1m,4,108,0.9285714285714286,3,Iron IV,83,183,0.2500,6,0
A12_P05_3m,A12,P05,3m,12,324,0.9285714285714276,7,Silver IV,94,994,0.0833,6,0
A12_P05_6m,A12,P05,6m,24,540,0.8074534161490691,10,Gold IV,56,1356,0.0000,6,0
A12_P05_12m,A12,P05,12m,48,756,0.5334346504559279,13,Gold III,3,1403,0.0357,6,0
A12_P05_24m,A12,P05,24m,96,2052,0.7330827067669113,25,Platinum IV,71,1771,0.0132,6,0
A12_P05_48m,A12,P05,48m,192,4644,0.831338818249819,41,Emerald III,23,2223,0.0058,6,0
A12_P06_1m,A12,P06,1m,4,156,0.9107142857142859,4,Iron IV,54,154,0.2500,8,0
A12_P06_3m,A12,P06,3m,12,468,0.9107142857142857,9,Silver IV,56,956,0.0833,8,0
A12_P06_6m,A12,P06,6m,24,780,0.7919254658385108,13,Gold IV,33,1333,0.0000,8,0
A12_P06_12m,A12,P06,12m,48,1092,0.5231762917933143,17,Gold IV,82,1382,0.0357,8,0
A12_P06_24m,A12,P06,24m,96,2964,0.7189849624060087,31,Platinum IV,16,1716,0.0132,8,0
A12_P06_48m,A12,P06,48m,192,6708,0.8153515332834822,49,Emerald IV,31,2131,0.0058,8,0
A12_P07_1m,A12,P07,1m,4,188,0.8885714285714289,4,Iron IV,34,134,0.2500,10,0
A12_P07_3m,A12,P07,3m,12,564,0.888571428571428,11,Silver IV,33,933,0.0833,10,0
A12_P07_6m,A12,P07,6m,24,940,0.7726708074534193,16,Silver I,96,1296,0.0000,10,0
A12_P07_12m,A12,P07,12m,48,1316,0.510455927051674,20,Gold IV,43,1343,0.0357,10,0
A12_P07_24m,A12,P07,24m,96,3572,0.7015037593984841,38,Gold I,71,1671,0.0132,10,0
A12_P07_48m,A12,P07,48m,192,8084,0.795527299925207,60,Platinum I,63,2063,0.0058,10,0
A12_P08_1m,A12,P08,1m,4,220,0.8738095238095241,5,Iron IV,20,120,0.2500,12,0
A12_P08_3m,A12,P08,3m,12,660,0.8738095238095228,13,Silver IV,18,918,0.0833,12,0
A12_P08_6m,A12,P08,6m,24,1100,0.759834368530025,19,Silver I,72,1272,0.0000,12,0
A12_P08_12m,A12,P08,12m,48,1540,0.5019756838905806,24,Gold IV,17,1317,0.0357,12,0
A12_P08_24m,A12,P08,24m,96,4180,0.6898496240601343,43,Gold I,40,1640,0.0132,12,0
A12_P08_48m,A12,P08,48m,192,9460,0.7823111443530234,67,Platinum I,18,2018,0.0058,12,0
A12_P09_1m,A12,P09,1m,4,260,0.8895238095238096,6,Iron IV,41,141,0.2500,15,0
A12_P09_3m,A12,P09,3m,12,780,0.889523809523809,15,Silver IV,43,943,0.0833,15,0
A12_P09_6m,A12,P09,6m,24,1300,0.7734989648033151,22,Silver I,95,1295,0.0000,15,0
A12_P09_12m,A12,P09,12m,48,1820,0.5110030395136793,27,Gold IV,40,1340,0.0357,15,0
A12_P09_24m,A12,P09,24m,96,4940,0.7022556390977331,48,Gold I,81,1681,0.0132,15,0
A12_P09_48m,A12,P09,48m,192,11180,0.7963799551233944,70,Platinum I,84,2084,0.0058,15,0
A12_P10_1m,A12,P10,1m,4,48,0.7999999999999999,1,Unranked,54,54,0.2500,3,0
A12_P10_3m,A12,P10,3m,12,144,0.8000000000000004,3,Bronze I,41,841,0.0833,3,0
A12_P10_6m,A12,P10,6m,24,240,0.6956521739130429,5,Silver II,52,1152,0.0000,3,0
A12_P10_12m,A12,P10,12m,48,336,0.45957446808510566,6,Silver II,86,1186,0.0357,3,0
A12_P10_24m,A12,P10,24m,96,912,0.6315789473684225,13,Gold III,88,1488,0.0132,3,0
A12_P10_48m,A12,P10,48m,192,2064,0.716230366492153,24,Platinum IV,91,1791,0.0058,3,0
A12_P11_1m,A12,P11,1m,4,16,1,0,Iron II,0,300,0.2500,2,0
A12_P11_3m,A12,P11,3m,12,48,1,1,Silver II,45,1145,0.0833,2,0
A12_P11_6m,A12,P11,6m,24,80,0.8695652173913043,2,Gold III,48,1448,0.0000,2,0
A12_P11_12m,A12,P11,12m,48,112,0.574468085106383,2,Gold III,89,1489,0.0357,2,0
A12_P11_24m,A12,P11,24m,96,304,0.7894736842105263,4,Platinum II,89,1989,0.0132,2,0
A12_P11_48m,A12,P11,48m,192,688,0.8952879581151832,9,Diamond IV,93,2593,0.0058,2,0
A12_P12_1m,A12,P12,1m,4,16,1,0,Iron II,0,300,0.2500,2,0
A12_P12_3m,A12,P12,3m,12,48,1,1,Silver II,45,1145,0.0833,2,0
A12_P12_6m,A12,P12,6m,24,80,0.8695652173913043,2,Gold III,48,1448,0.0000,2,0
A12_P12_12m,A12,P12,12m,48,112,0.574468085106383,2,Gold III,89,1489,0.0357,2,0
A12_P12_24m,A12,P12,24m,96,304,0.7894736842105263,4,Platinum II,89,1989,0.0132,2,0
A12_P12_48m,A12,P12,48m,192,688,0.8952879581151832,9,Diamond IV,93,2593,0.0058,2,0
A12_P13_1m,A12,P13,1m,4,4,1,0,Iron II,0,300,0.2500,1,0
A12_P13_3m,A12,P13,3m,12,12,1,0,Silver II,45,1145,0.0833,1,0
A12_P13_6m,A12,P13,6m,24,20,0.8695652173913043,0,Gold III,48,1448,0.0000,1,0
A12_P13_12m,A12,P13,12m,48,28,0.574468085106383,1,Gold III,89,1489,0.0357,1,0
A12_P13_24m,A12,P13,24m,96,76,0.7894736842105263,1,Platinum II,89,1989,0.0132,1,0
A12_P13_48m,A12,P13,48m,192,172,0.8952879581151832,2,Diamond IV,93,2593,0.0058,1,0
A12_P14_1m,A12,P14,1m,4,72,0.857142857142857,2,Unranked,66,66,0.2500,3,0
A12_P14_3m,A12,P14,3m,12,216,0.8571428571428574,5,Bronze I,43,843,0.0833,3,0
A12_P14_6m,A12,P14,6m,24,360,0.7453416149068315,7,Silver I,63,1263,0.0000,3,0
A12_P14_12m,A12,P14,12m,48,504,0.49240121580547064,9,Gold IV,18,1318,0.0357,3,0
A12_P14_24m,A12,P14,24m,96,1368,0.6766917293233101,17,Gold II,53,1553,0.0132,3,0
A12_P14_48m,A12,P14,48m,192,3096,0.7673896783844351,28,Platinum III,54,1854,0.0058,3,0
A12_P15_1m,A12,P15,1m,4,52,0.8857142857142857,1,Iron IV,40,140,0.2500,3,0
A12_P15_3m,A12,P15,3m,12,156,0.8857142857142861,3,Silver IV,43,943,0.0833,3,0
A12_P15_6m,A12,P15,6m,24,260,0.7701863354037257,5,Silver I,88,1288,0.0000,3,0
