simulationId,archetypeId,profileId,timelineKey,weeks,totalCompletionCount,avgAdherenceClamped,statOverallPct,rankOverallRank,rankOverallLp,rankOverallProgressValue,currentWeekShare,mappedHabitCount,unmappedHabitCount
A04_P39_3m,A04,P39,3m,12,288,0.4194139194139194,6,Iron IV,92,192,0.0833,14,0
A04_P39_6m,A04,P39,6m,24,576,0.4194139194139203,11,Iron II,4,304,0.0417,14,0
A04_P39_12m,A04,P39,12m,48,1152,0.4194139194139215,17,Iron I,23,423,0.0208,14,0
A04_P39_24m,A04,P39,24m,96,2304,0.4194139194139116,27,Bronze III,68,668,0.0104,14,0
A04_P39_48m,A04,P39,48m,192,4608,0.4194139194139218,41,Bronze I,77,877,0.0052,14,0
A05_P00_1m,A05,P00,1m,4,28,1,1,Iron II,0,300,0.2500,1,0
A05_P00_3m,A05,P00,3m,12,84,1,2,Silver II,45,1145,0.0833,1,0
A05_P00_6m,A05,P00,6m,24,168,1,3,Gold II,7,1507,0.0417,1,0
A05_P00_12m,A05,P00,12m,48,336,1,6,Gold I,92,1692,0.0208,1,0
A05_P00_24m,A05,P00,24m,96,672,1,9,Emerald IV,92,2192,0.0104,1,0
A05_P00_48m,A05,P00,48m,192,1344,1,16,Diamond II,96,2796,0.0052,1,0
A05_P01_1m,A05,P01,1m,4,56,1,1,Iron II,0,300,0.2500,2,0
A05_P01_3m,A05,P01,3m,12,168,1,4,Silver II,45,1145,0.0833,2,0
A05_P01_6m,A05,P01,6m,24,336,1,7,Gold II,7,1507,0.0417,2,0
A05_P01_12m,A05,P01,12m,48,672,1,11,Gold I,92,1692,0.0208,2,0
A05_P01_24m,A05,P01,24m,96,1344,1,18,Emerald IV,92,2192,0.0104,2,0
A05_P01_48m,A05,P01,48m,192,2688,1,31,Diamond II,96,2796,0.0052,2,0
A05_P02_1m,A05,P02,1m,4,84,1,2,Iron II,0,300,0.2500,3,0
A05_P02_3m,A05,P02,3m,12,252,1,6,Silver II,45,1145,0.0833,3,0
A05_P02_6m,A05,P02,6m,24,504,1,10,Gold II,7,1507,0.0417,3,0
A05_P02_12m,A05,P02,12m,48,1008,1,16,Gold I,92,1692,0.0208,3,0
A05_P02_24m,A05,P02,24m,96,2016,1,26,Emerald IV,92,2192,0.0104,3,0
A05_P02_48m,A05,P02,48m,192,4032,1,42,Diamond II,96,2796,0.0052,3,0
A05_P03_1m,A05,P03,1m,4,112,1,3,Iron II,0,300,0.2500,4,0
A05_P03_3m,A05,P03,3m,12,336,1,7,Silver II,45,1145,0.0833,4,0
A05_P03_6m,A05,P03,6m,24,672,1,12,Gold II,7,1507,0.0417,4,0
A05_P03_12m,A05,P03,12m,48,1344,1,21,Gold I,92,1692,0.0208,4,0
A05_P03_24m,A05,P03,24m,96,2688,1,33,Emerald IV,92,2192,0.0104,4,0
A05_P03_48m,A05,P03,48m,192,5376,1,51,Diamond II,96,2796,0.0052,4,0
A05_P04_1m,A05,P04,1m,4,140,1,3,Iron II,0,300,0.2500,5,0
A05_P04_3m,A05,P04,3m,12,420,1,9,Silver II,45,1145,0.0833,5,0
A05_P04_6m,A05,P04,6m,24,840,1,15,Gold II,7,1507,0.0417,5,0
A05_P04_12m,A05,P04,12m,48,1680,1,25,Gold I,92,1692,0.0208,5,0
A05_P04_24m,A05,P04,24m,96,3360,1,38,Emerald IV,92,2192,0.0104,5,0
A05_P04_48m,A05,P04,48m,192,6720,1,57,Diamond II,96,2796,0.0052,5,0
A05_P05_1m,A05,P05,1m,4,168,1,4,Iron II,0,300,0.2500,6,0
A05_P05_3m,A05,P05,3m,12,504,1,10,Silver II,45,1145,0.0833,6,0
A05_P05_6m,A05,P05,6m,24,1008,1,17,Gold II,7,1507,0.0417,6,0
A05_P05_12m,A05,P05,12m,48,2016,1,27,Gold I,92,1692,0.0208,6,0
A05_P05_24m,A05,P05,24m,96,4032,1,40,Emerald IV,92,2192,0.0104,6,0
A05_P05_48m,A05,P05,48m,192,8064,1,55,Diamond II,96,2796,0.0052,6,0
A05_P06_1m,A05,P06,1m,4,224,1,5,Iron II,0,300,0.2500,8,0
A05_P06_3m,A05,P06,3m,12,672,1,13,Silver II,45,1145,0.0833,8,0
A05_P06_6m,A05,P06,6m,24,1344,1,21,Gold II,7,1507,0.0417,8,0
A05_P06_12m,A05,P06,12m,48,2688,1,33,Gold I,92,1692,0.0208,8,0
A05_P06_24m,A05,P06,24m,96,5376,1,47,Emerald IV,92,2192,0.0104,8,0
A05_P06_48m,A05,P06,48m,192,10752,1,62,Diamond II,96,2796,0.0052,8,0
A05_P07_1m,A05,P07,1m,4,280,1,6,Iron II,0,300,0.2500,10,0
A05_P07_3m,A05,P07,3m,12,840,1,16,Silver II,45,1145,0.0833,10,0
A05_P07_6m,A05,P07,6m,24,1680,1,27,Gold II,7,1507,0.0417,10,0
A05_P07_12m,A05,P07,12m,48,3360,1,41,Gold I,92,1692,0.0208,10,0
A05_P07_24m,A05,P07,24m,96,6720,1,59,Emerald IV,92,2192,0.0104,10,0
A05_P07_48m,A05,P07,48m,192,13440,1,78,Diamond II,96,2796,0.0052,10,0
A05_P08_1m,A05,P08,1m,4,336,1,8,Iron II,0,300,0.2500,12,0
A05_P08_3m,A05,P08,3m,12,1008,1,19,Silver II,45,1145,0.0833,12,0
A05_P08_6m,A05,P08,6m,24,2016,1,32,Gold II,7,1507,0.0417,12,0
A05_P08_12m,A05,P08,12m,48,4032,1,48,Gold I,92,1692,0.0208,12,0
A05_P08_24m,A05,P08,24m,96,8064,1,67,Emerald IV,92,2192,0.0104,12,0
A05_P08_48m,A05,P08,48m,192,16128,1,86,Diamond II,96,2796,0.0052,12,0
A05_P09_1m,A05,P09,1m,4,420,1,10,Iron II,0,300,0.2500,15,0
A05_P09_3m,A05,P09,3m,12,1260,1,23,Silver II,45,1145,0.0833,15,0
A05_P09_6m,A05,P09,6m,24,2520,1,37,Gold II,7,1507,0.0417,15,0
A05_P09_12m,A05,P09,12m,48,5040,1,54,Gold I,92,1692,0.0208,15,0
A05_P09_24m,A05,P09,24m,96,10080,1,72,Emerald IV,92,2192,0.0104,15,0
A05_P09_48m,A05,P09,48m,192,20160,1,88,Diamond II,96,2796,0.0052,15,0
A05_P10_1m,A05,P10,1m,4,84,1,2,Iron II,0,300,0.2500,3,0
A05_P10_3m,A05,P10,3m,12,252,1,6,Silver II,45,1145,0.0833,3,0
A05_P10_6m,A05,P10,6m,24,504,1,10,Gold II,7,1507,0.0417,3,0
A05_P10_12m,A05,P10,12m,48,1008,1,16,Gold I,92,1692,0.0208,3,0
A05_P10_24m,A05,P10,24m,96,2016,1,26,Emerald IV,92,2192,0.0104,3,0
A05_P10_48m,A05,P10,48m,192,4032,1,42,Diamond II,96,2796,0.0052,3,0
A05_P11_1m,A05,P11,1m,4,56,1,1,Iron II,0,300,0.2500,2,0
A05_P11_3m,A05,P11,3m,12,168,1,4,Silver II,45,1145,0.0833,2,0
A05_P11_6m,A05,P11,6m,24,336,1,7,Gold II,7,1507,0.0417,2,0
A05_P11_12m,A05,P11,12m,48,672,1,11,Gold I,92,1692,0.0208,2,0
A05_P11_24m,A05,P11,24m,96,1344,1,18,Emerald IV,92,2192,0.0104,2,0
A05_P11_48m,A05,P11,48m,192,2688,1,31,Diamond II,96,2796,0.0052,2,0
A05_P12_1m,A05,P12,1m,4,56,1,1,Iron II,0,300,0.2500,2,0
A05_P12_3m,A05,P12,3m,12,168,1,4,Silver II,45,1145,0.0833,2,0
A05_P12_6m,A05,P12,6m,24,336,1,6,Gold II,7,1507,0.0417,2,0
A05_P12_12m,A05,P12,12m,48,672,1,10,Gold I,92,1692,0.0208,2,0
A05_P12_24m,A05,P12,24m,96,1344,1,17,Emerald IV,92,2192,0.0104,2,0
A05_P12_48m,A05,P12,48m,192,2688,1,26,Diamond II,96,2796,0.0052,2,0
A05_P13_1m,A05,P13,1m,4,28,1,1,Iron II,0,300,0.2500,1,0
A05_P13_3m,A05,P13,3m,12,84,1,2,Silver II,45,1145,0.0833,1,0
A05_P13_6m,A05,P13,6m,24,168,1,3,Gold II,7,1507,0.0417,1,0
A05_P13_12m,A05,P13,12m,48,336,1,6,Gold I,92,1692,0.0208,1,0
A05_P13_24m,A05,P13,24m,96,672,1,9,Emerald IV,92,2192,0.0104,1,0
A05_P13_48m,A05,P13,48m,192,1344,1,16,Diamond II,96,2796,0.0052,1,0
A05_P14_1m,A05,P14,1m,4,84,1,2,Iron II,0,300,0.2500,3,0
A05_P14_3m,A05,P14,3m,12,252,1,5,Silver II,45,1145,0.0833,3,0
A05_P14_6m,A05,P14,6m,24,504,1,9,Gold II,7,1507,0.0417,3,0
A05_P14_12m,A05,P14,12m,48,1008,1,15,Gold I,92,1692,0.0208,3,0
A05_P14_24m,A05,P14,24m,96,2016,1,23,Emerald IV,92,2192,0.0104,3,0
A05_P14_48m,A05,P14,48m,192,4032,1,34,Diamond II,96,2796,0.0052,3,0
A05_P15_1m,A05,P15,1m,4,84,1,2,Iron II,0,300,0.2500,3,0
A05_P15_3m,A05,P15,3m,12,252,1,6,Silver II,45,1145,0.0833,3,0
A05_P15_6m,A05,P15,6m,24,504,1,10,Gold II,7,1507,0.0417,3,0
A05_P15_12m,A05,P15,12m,48,1008,1,16,Gold I,92,1692,0.0208,3,0
A05_P15_24m,A05,P15,24m,96,2016,1,26,Emerald IV,92,2192,0.0104,3,0
A05_P15_48m,A05,P15,48m,192,4032,1,42,Diamond II,96,2796,0.0052,3,0
A05_P16_1m,A05,P16,1m,4,112,1,3,Iron II,0,300,0.2500,4,0
A05_P16_3m,A05,P16,3m,12,336,1,7,Silver II,45,1145,0.0833,4,0
A05_P16_6m,A05,P16,6m,24,672,1,12,Gold II,7,1507,0.0417,4,0
A05_P16_12m,A05,P16,12m,48,1344,1,19,Gold I,92,1692,0.0208,4,0
A05_P16_24m,A05,P16,24m,96,2688,1,28,Emerald IV,92,2192,0.0104,4,0
A05_P16_48m,A05,P16,48m,192,5376,1,39,Diamond II,96,2796,0.0052,4,0
A05_P17_1m,A05,P17,1m,4,112,1,3,Iron II,0,300,0.2500,4,0
A05_P17_3m,A05,P17,3m,12,336,1,7,Silver II,45,1145,0.0833,4,0
A05_P17_6m,A05,P17,6m,24,672,1,12,Gold II,7,1507,0.0417,4,0
A05_P17_12m,A05,P17,12m,48,1344,1,19,Gold I,92,1692,0.0208,4,0
A05_P17_24m,A05,P17,24m,96,2688,1,28,Emerald IV,92,2192,0.0104,4,0
A05_P17_48m,A05,P17,48m,192,5376,1,39,Diamond II,96,2796,0.0052,4,0
A05_P18_1m,A05,P18,1m,4,112,1,2,Iron II,0,300,0.2500,4,0
A05_P18_3m,A05,P18,3m,12,336,1,6,Silver II,45,1145,0.0833,4,0
A05_P18_6m,A05,P18,6m,24,672,1,11,Gold II,7,1507,0.0417,4,0
A05_P18_12m,A05,P18,12m,48,1344,1,17,Gold I,92,1692,0.0208,4,0
A05_P18_24m,A05,P18,24m,96,2688,1,27,Emerald IV,92,2192,0.0104,4,0
A05_P18_48m,A05,P18,48m,192,5376,1,40,Diamond II,96,2796,0.0052,4,0
A05_P19_1m,A05,P19,1m,4,140,1,3,Iron II,0,300,0.2500,5,0
A05_P19_3m,A05,P19,3m,12,420,1,9,Silver II,45,1145,0.0833,5,0
A05_P19_6m,A05,P19,6m,24,840,1,14,Gold II,7,1507,0.0417,5,0
A05_P19_12m,A05,P19,12m,48,1680,1,22,Gold I,92,1692,0.0208,5,0
A05_P19_24m,A05,P19,24m,96,3360,1,32,Emerald IV,92,2192,0.0104,5,0
A05_P19_48m,A05,P19,48m,192,6720,1,42,Diamond II,96,2796,0.0052,5,0
A05_P20_1m,A05,P20,1m,4,84,1,0,Iron II,0,300,0.2500,0,3
A05_P20_3m,A05,P20,3m,12,252,1,0,Silver II,45,1145,0.0833,0,3
A05_P20_6m,A05,P20,6m,24,504,1,0,Gold II,7,1507,0.0417,0,3
A05_P20_12m,A05,P20,12m,48,1008,1,0,Gold I,92,1692,0.0208,0,3
A05_P20_24m,A05,P20,24m,96,2016,1,0,Emerald IV,92,2192,0.0104,0,3
A05_P20_48m,A05,P20,48m,192,4032,1,0,Diamond II,96,2796,0.0052,0,3
A05_P21_1m,A05,P21,1m,4,84,1,1,Iron II,0,300,0.2500,1,2
A05_P21_3m,A05,P21,3m,12,252,1,2,Silver II,45,1145,0.0833,1,2
A05_P21_6m,A05,P21,6m,24,504,1,3,Gold II,7,1507,0.0417,1,2
A05_P21_12m,A05,P21,12m,48,1008,1,6,Gold I,92,1692,0.0208,1,2
A05_P21_24m,A05,P21,24m,96,2016,1,9,Emerald IV,92,2192,0.0104,1,2
A05_P21_48m,A05,P21,48m,192,4032,1,16,Diamond II,96,2796,0.0052,1,2
A05_P22_1m,A05,P22,1m,4,112,1,1,Iron II,0,300,0.2500,1,3
A05_P22_3m,A05,P22,3m,12,336,1,2,Silver II,45,1145,0.0833,1,3
A05_P22_6m,A05,P22,6m,24,672,1,3,Gold II,7,1507,0.0417,1,3
A05_P22_12m,A05,P22,12m,48,1344,1,6,Gold I,92,1692,0.0208,1,3
A05_P22_24m,A05,P22,24m,96,2688,1,9,Emerald IV,92,2192,0.0104,1,3
A05_P22_48m,A05,P22,48m,192,5376,1,16,Diamond II,96,2796,0.0052,1,3
A05_P23_1m,A05,P23,1m,4,252,1,4,Iron II,0,300,0.2500,6,3
A05_P23_3m,A05,P23,3m,12,756,1,10,Silver II,45,1145,0.0833,6,3
A05_P23_6m,A05,P23,6m,24,1512,1,17,Gold II,7,1507,0.0417,6,3
A05_P23_12m,A05,P23,12m,48,3024,1,27,Gold I,92,1692,0.0208,6,3
A05_P23_24m,A05,P23,24m,96,6048,1,40,Emerald IV,92,2192,0.0104,6,3
A05_P23_48m,A05,P23,48m,192,12096,1,55,Diamond II,96,2796,0.0052,6,3
A05_P24_1m,A05,P24,1m,4,56,1,1,Iron II,0,300,0.2500,2,0
A05_P24_3m,A05,P24,3m,12,168,1,4,Silver II,45,1145,0.0833,2,0
A05_P24_6m,A05,P24,6m,24,336,1,6,Gold II,7,1507,0.0417,2,0
A05_P24_12m,A05,P24,12m,48,672,1,10,Gold I,92,1692,0.0208,2,0
A05_P24_24m,A05,P24,24m,96,1344,1,17,Emerald IV,92,2192,0.0104,2,0
A05_P24_48m,A05,P24,48m,192,2688,1,26,Diamond II,96,2796,0.0052,2,0
A05_P25_1m,A05,P25,1m,4,84,1,2,Iron II,0,300,0.2500,3,0
A05_P25_3m,A05,P25,3m,12,252,1,6,Silver II,45,1145,0.0833,3,0
A05_P25_6m,A05,P25,6m,24,504,1,10,Gold II,7,1507,0.0417,3,0
A05_P25_12m,A05,P25,12m,48,1008,1,16,Gold I,92,1692,0.0208,3,0
A05_P25_24m,A05,P25,24m,96,2016,1,26,Emerald IV,92,2192,0.0104,3,0
A05_P25_48m,A05,P25,48m,192,4032,1,42,Diamond II,96,2796,0.0052,3,0
A05_P26_1m,A05,P26,1m,4,112,1,3,Iron II,0,300,0.2500,4,0
A05_P26_3m,A05,P26,3m,12,336,1,7,Silver II,45,1145,0.0833,4,0
A05_P26_6m,A05,P26,6m,24,672,1,12,Gold II,7,1507,0.0417,4,0
A05_P26_12m,A05,P26,12m,48,1344,1,20,Gold I,92,1692,0.0208,4,0
A05_P26_24m,A05,P26,24m,96,2688,1,30,Emerald IV,92,2192,0.0104,4,0
A05_P26_48m,A05,P26,48m,192,5376,1,44,Diamond II,96,2796,0.0052,4,0
A05_P27_1m,A05,P27,1m,4,84,1,2,Iron II,0,300,0.2500,3,0
A05_P27_3m,A05,P27,3m,12,252,1,6,Silver II,45,1145,0.0833,3,0
A05_P27_6m,A05,P27,6m,24,504,1,10,Gold II,7,1507,0.0417,3,0
A05_P27_12m,A05,P27,12m,48,1008,1,16,Gold I,92,1692,0.0208,3,0
A05_P27_24m,A05,P27,24m,96,2016,1,26,Emerald IV,92,2192,0.0104,3,0
A05_P27_48m,A05,P27,48m,192,4032,1,42,Diamond II,96,2796,0.0052,3,0
A05_P28_1m,A05,P28,1m,4,84,1,2,Iron II,0,300,0.2500,3,0
A05_P28_3m,A05,P28,3m,12,252,1,5,Silver II,45,1145,0.0833,3,0
A05_P28_6m,A05,P28,6m,24,504,1,9,Gold II,7,1507,0.0417,3,0
A05_P28_12m,A05,P28,12m,48,1008,1,15,Gold I,92,1692,0.0208,3,0
A05_P28_24m,A05,P28,24m,96,2016,1,23,Emerald IV,92,2192,0.0104,3,0
A05_P28_48m,A05,P28,48m,192,4032,1,34,Diamond II,96,2796,0.0052,3,0
A05_P29_1m,A05,P29,1m,4,84,1,2,Iron II,0,300,0.2500,3,0
A05_P29_3m,A05,P29,3m,12,252,1,5,Silver II,45,1145,0.0833,3,0
A05_P29_6m,A05,P29,6m,24,504,1,9,Gold II,7,1507,0.0417,3,0
A05_P29_12m,A05,P29,12m,48,1008,1,15,Gold I,92,1692,0.0208,3,0
A05_P29_24m,A05,P29,24m,96,2016,1,23,Emerald IV,92,2192,0.0104,3,0
A05_P29_48m,A05,P29,48m,192,4032,1,34,Diamond II,96,2796,0.0052,3,0
A05_P30_1m,A05,P30,1m,4,28,1,1,Iron II,0,300,0.2500,1,0
A05_P30_3m,A05,P30,3m,12,84,1,2,Silver II,45,1145,0.0833,1,0
A05_P30_6m,A05,P30,6m,24,168,1,3,Gold II,7,1507,0.0417,1,0
A05_P30_12m,A05,P30,12m,48,336,1,6,Gold I,92,1692,0.0208,1,0
A05_P30_24m,A05,P30,24m,96,672,1,9,Emerald IV,92,2192,0.0104,1,0
A05_P30_48m,A05,P30,48m,192,1344,1,16,Diamond II,96,2796,0.0052,1,0
A05_P31_1m,A05,P31,1m,4,56,1,1,Iron II,0,300,0.2500,2,0
A05_P31_3m,A05,P31,3m,12,168,1,4,Silver II,45,1145,0.0833,2,0
A05_P31_6m,A05,P31,6m,24,336,1,6,Gold II,7,1507,0.0417,2,0
A05_P31_12m,A05,P31,12m,48,672,1,10,Gold I,92,1692,0.0208,2,0
A05_P31_24m,A05,P31,24m,96,1344,1,17,Emerald IV,92,2192,0.0104,2,0
A05_P31_48m,A05,P31,48m,192,2688,1,26,Diamond II,96,2796,0.0052,2,0
A05_P32_1m,A05,P32,1m,4,84,1,2,Iron II,0,300,0.2500,3,0
A05_P32_3m,A05,P32,3m,12,252,1,6,Silver II,45,1145,0.0833,3,0
A05_P32_6m,A05,P32,6m,24,504,1,10,Gold II,7,1507,0.0417,3,0
A05_P32_12m,A05,P32,12m,48,1008,1,16,Gold I,92,1692,0.0208,3,0
A05_P32_24m,A05,P32,24m,96,2016,1,26,Emerald IV,92,2192,0.0104,3,0
A05_P32_48m,A05,P32,48m,192,4032,1,42,Diamond II,96,2796,0.0052,3,0
A05_P33_1m,A05,P33,1m,4,28,1,0,Iron II,0,300,0.2500,1,0
A05_P33_3m,A05,P33,3m,12,84,1,1,Silver II,45,1145,0.0833,1,0
A05_P33_6m,A05,P33,6m,24,168,1,2,Gold II,7,1507,0.0417,1,0
A05_P33_12m,A05,P33,12m,48,336,1,3,Gold I,92,1692,0.0208,1,0
A05_P33_24m,A05,P33,24m,96,672,1,5,Emerald IV,92,2192,0.0104,1,0
A05_P33_48m,A05,P33,48m,192,1344,1,8,Diamond II,96,2796,0.0052,1,0
A05_P34_1m,A05,P34,1m,4,84,1,2,Iron II,0,300,0.2500,3,0
A05_P34_3m,A05,P34,3m,12,252,1,5,Silver II,45,1145,0.0833,3,0
A05_P34_6m,A05,P34,6m,24,504,1,9,Gold II,7,1507,0.0417,3,0
A05_P34_12m,A05,P34,12m,48,1008,1,15,Gold I,92,1692,0.0208,3,0
A05_P34_24m,A05,P34,24m,96,2016,1,23,Emerald IV,92,2192,0.0104,3,0
A05_P34_48m,A05,P34,48m,192,4032,1,34,Diamond II,96,2796,0.0052,3,0
A05_P35_1m,A05,P35,1m,4,84,1,2,Iron II,0,300,0.2500,3,0
A05_P35_3m,A05,P35,3m,12,252,1,5,Silver II,45,1145,0.0833,3,0
A05_P35_6m,A05,P35,6m,24,504,1,9,Gold II,7,1507,0.0417,3,0
A05_P35_12m,A05,P35,12m,48,1008,1,15,Gold I,92,1692,0.0208,3,0
A05_P35_24m,A05,P35,24m,96,2016,1,23,Emerald IV,92,2192,0.0104,3,0
A05_P35_48m,A05,P35,48m,192,4032,1,34,Diamond II,96,2796,0.0052,3,0
A05_P36_1m,A05,P36,1m,4,196,1,4,Iron II,0,300,0.2500,7,0
A05_P36_3m,A05,P36,3m,12,588,1,11,Silver II,45,1145,0.0833,7,0
A05_P36_6m,A05,P36,6m,24,1176,1,19,Gold II,7,1507,0.0417,7,0
A05_P36_12m,A05,P36,12m,48,2352,1,29,Gold I,92,1692,0.0208,7,0
A05_P36_24m,A05,P36,24m,96,4704,1,42,Emerald IV,92,2192,0.0104,7,0
A05_P36_48m,A05,P36,48m,192,9408,1,57,Diamond II,96,2796,0.0052,7,0
A05_P37_1m,A05,P37,1m,4,560,1,13,Iron II,0,300,0.2500,20,0
A05_P37_3m,A05,P37,3m,12,1680,1,30,Silver II,45,1145,0.0833,20,0
A05_P37_6m,A05,P37,6m,24,3360,1,46,Gold II,7,1507,0.0417,20,0
A05_P37_12m,A05,P37,12m,48,6720,1,64,Gold I,92,1692,0.0208,20,0
A05_P37_24m,A05,P37,24m,96,13440,1,80,Emerald IV,92,2192,0.0104,20,0
A05_P37_48m,A05,P37,48m,192,26880,1,93,Diamond II,96,2796,0.0052,20,0
A05_P38_1m,A05,P38,1m,4,112,1,2,Iron II,0,300,0.2500,4,0
A05_P38_3m,A05,P38,3m,12,336,1,6,Silver II,45,1145,0.0833,4,0
A05_P38_6m,A05,P38,6m,24,672,1,11,Gold II,7,1507,0.0417,4,0
A05_P38_12m,A05,P38,12m,48,1344,1,19,Gold I,92,1692,0.0208,4,0
A05_P38_24m,A05,P38,24m,96,2688,1,30,Emerald IV,92,2192,0.0104,4,0
A05_P38_48m,A05,P38,48m,192,5376,1,47,Diamond II,96,2796,0.0052,4,0
A05_P39_1m,A05,P39,1m,4,392,1,9,Iron II,0,300,0.2500,14,0
A05_P39_3m,A05,P39,3m,12,1176,1,22,Silver II,45,1145,0.0833,14,0
A05_P39_6m,A05,P39,6m,24,2352,1,34,Gold II,7,1507,0.0417,14,0
A05_P39_12m,A05,P39,12m,48,4704,1,48,Gold I,92,1692,0.0208,14,0
A05_P39_24m,A05,P39,24m,96,9408,1,60,Emerald IV,92,2192,0.0104,14,0
A05_P39_48m,A05,P39,48m,192,18816,1,70,Diamond II,96,2796,0.0052,14,0
A06_P00_1m,A06,P00,1m,4,10,0.8888888888888888,0,Iron III,24,224,0.2000,1,0
A06_P00_3m,A06,P00,3m,12,29,0.8181818181818182,1,Bronze I,85,885,0.0690,1,0
A06_P00_6m,A06,P00,6m,24,57,0.7971014492753623,1,Gold IV,82,1382,0.0351,1,0
A06_P00_12m,A06,P00,12m,48,114,0.7943262411347518,2,Gold I,96,1696,0.0175,1,0
A06_P00_24m,A06,P00,24m,96,228,0.7929824561403507,3,Platinum II,6,1906,0.0088,1,0
A06_P00_48m,A06,P00,48m,192,455,0.7905759162303669,6,Emerald II,18,2318,0.0044,1,0
A06_P01_1m,A06,P01,1m,4,26,0.8777777777777778,1,Iron IV,80,180,0.1923,2,0
A06_P01_3m,A06,P01,3m,12,76,0.8090909090909094,2,Silver IV,24,924,0.0658,2,0
A06_P01_6m,A06,P01,6m,24,151,0.7942028985507249,3,Gold III,35,1435,0.0331,2,0
A06_P01_12m,A06,P01,12m,48,301,0.7886524822695021,5,Gold I,82,1682,0.0166,2,0
A06_P01_24m,A06,P01,24m,96,602,0.7870175438596477,9,Platinum II,20,1920,0.0083,2,0
A06_P01_48m,A06,P01,48m,192,1202,0.784816753926708,16,Emerald II,7,2307,0.0042,2,0
A06_P02_1m,A06,P02,1m,4,48,0.8708994708994708,1,Iron IV,67,167,0.1875,3,0
A06_P02_3m,A06,P02,3m,12,141,0.8034632034632039,3,Bronze I,91,891,0.0638,3,0
A06_P02_6m,A06,P02,6m,24,281,0.7903381642512075,6,Gold III,33,1433,0.0320,3,0
A06_P02_12m,A06,P02,12m,48,562,0.7861533265788568,10,Platinum IV,35,1735,0.0160,3,0
A06_P02_24m,A06,P02,24m,96,1124,0.7843274853801192,16,Platinum II,61,1961,0.0080,3,0
A06_P02_48m,A06,P02,48m,192,2244,0.7819995013712336,26,Emerald III,92,2292,0.0040,3,0
A06_P03_1m,A06,P03,1m,4,58,0.8753968253968255,1,Iron IV,81,181,0.1897,4,0
A06_P03_3m,A06,P03,3m,12,170,0.8071428571428573,4,Bronze I,89,889,0.0647,4,0
A06_P03_6m,A06,P03,6m,24,338,0.7920289855072454,7,Gold III,20,1420,0.0325,4,0
A06_P03_12m,A06,P03,12m,48,676,0.788196555217832,11,Platinum IV,25,1725,0.0163,4,0
A06_P03_24m,A06,P03,24m,96,1352,0.7864912280701795,19,Platinum II,47,1947,0.0081,4,0
A06_P03_48m,A06,P03,48m,192,2699,0.7841436050860111,31,Emerald III,99,2299,0.0041,4,0
A06_P04_1m,A06,P04,1m,4,70,0.8625396825396827,2,Iron IV,70,170,0.1857,5,0
A06_P04_3m,A06,P04,3m,12,207,0.8057142857142857,5,Silver IV,2,902,0.0628,5,0
A06_P04_6m,A06,P04,6m,24,412,0.7889855072463761,8,Gold III,38,1438,0.0316,5,0
A06_P04_12m,A06,P04,12m,48,824,0.7857345491388041,14,Platinum IV,19,1719,0.0158,5,0
A06_P04_24m,A06,P04,24m,96,1647,0.7825964912280741,22,Platinum II,45,1945,0.0079,5,0
A06_P04_48m,A06,P04,48m,192,3290,0.781032161555722,35,Emerald II,41,2341,0.0040,5,0
A06_P05_1m,A06,P05,1m,4,96,0.873015873015873,2,Iron IV,82,182,0.1875,6,0
A06_P05_3m,A06,P05,3m,12,282,0.8051948051948047,6,Bronze I,54,854,0.0638,6,0
A06_P05_6m,A06,P05,6m,24,561,0.789855072463768,11,Gold III,6,1406,0.0321,6,0
A06_P05_12m,A06,P05,12m,48,1125,0.7877406281661612,18,Platinum IV,68,1768,0.0160,6,0
A06_P05_24m,A06,P05,24m,96,2250,0.7859649122807015,27,Platinum II,74,1974,0.0080,6,0
A06_P05_48m,A06,P05,48m,192,4491,0.7834704562453179,41,Emerald III,90,2290,0.0040,6,0
A06_P06_1m,A06,P06,1m,4,140,0.8690476190476192,3,Iron IV,72,172,0.1857,8,0
A06_P06_3m,A06,P06,3m,12,412,0.8019480519480513,8,Bronze I,47,847,0.0631,8,0
A06_P06_6m,A06,P06,6m,24,821,0.7880434782608701,14,Gold III,12,1412,0.0317,8,0
A06_P06_12m,A06,P06,12m,48,1647,0.7860942249240123,23,Platinum IV,86,1786,0.0158,8,0
A06_P06_24m,A06,P06,24m,96,3294,0.7842105263157872,34,Platinum II,91,1991,0.0079,8,0
A06_P06_48m,A06,P06,48m,192,6575,0.7816940912490675,49,Emerald III,83,2283,0.0040,8,0
A06_P07_1m,A06,P07,1m,4,172,0.8685714285714288,4,Iron IV,65,165,0.1860,10,0
A06_P07_3m,A06,P07,3m,12,506,0.8015584415584405,10,Bronze I,70,870,0.0632,10,0
A06_P07_6m,A06,P07,6m,24,1009,0.788695652173914,17,Gold III,27,1427,0.0317,10,0
A06_P07_12m,A06,P07,12m,48,2021,0.7854711246200633,28,Platinum IV,63,1763,0.0158,10,0
A06_P07_24m,A06,P07,24m,96,4042,0.7835789473684167,42,Platinum II,79,1979,0.0079,10,0
A06_P07_48m,A06,P07,48m,192,8069,0.7811667913238514,61,Emerald III,86,2286,0.0040,10,0
A06_P08_1m,A06,P08,1m,4,204,0.8682539682539685,5,Iron IV,60,160,0.1863,12,0
